企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
北京鱼伯科创科技有限公司,销售业务跟单,2,全职,月薪(元):4000-6000,"1市场营销、农学、园艺、农业经济、电子商务等相关专业优先；
2、证书：驾照C1及以上(能独立开车)优先、有食品行业健康证优先。",北京市房山区窦店镇七里店村村委会东399米,21/5/2026,21/6/2026,李*耀,1809666****,西潞街道
北京航天拓扑高科技有限责任公司,系统开发工程师,10,全职,月薪(元):20000-30000,计算机科学与技术、软件工程、信息安全、电子信息、自动化、通信工程等相关专业,北京经济技术开发区永昌南路21号,1/5/2026,1/7/2026,邵*慧,1832280****,经济技术开发区
北京未来科学城置业有限公司万怡酒店分公司,前台/总机/接待,1,全职,月薪(元):4000-4500,有相关经验,北京市昌平区未来科学城滨河大道3号院2号楼101,21/5/2026,21/6/2026,李*,108975****,昌平区
中科铄成（北京）科技有限公司,PHP全栈开发工程师,1,全职,月薪(元):5600-6000,1.具备较强的沟通能力、理解能力、抗压能力；2.性格外向乐观，爱思考、敢于突破创新、有高的自我追求、热爱产品开发工作。,北京市朝阳区王四营乡海棠公社4号院50号楼301室,7/5/2026,16/6/2026,孟*艳,1348888****,王四营地区
北京精才人力资源有限公司,司机,2,全职,月薪(元):5500-5500,"1、高中以上文化
2、驾龄10年以上
3、近2年安全行驶无违章
4、身体健康无传染病",北京市海淀区清河三街52号儿童福利院,5/6/2026,5/7/2026,李*师,1369106****,清河街道
北京林瑞祥经贸有限公司,出纳,1,全职,月薪(元):6000-8000,"大专及以上学历，会计或财务相关专业。
具备2年以上财务或相关工作经验。
熟练掌握办公软件，熟悉出纳操作流程。
持有会计初级资格证优先。",北京市石景山区阜石路166号1号楼1103房间,14/5/2026,14/6/2026,李*师,8890****,八角街道
北京远程建筑装饰工程有限公司,普工/操作工,30,全职,月薪(元):2800-2800,身体健康，无不良嗜好，吃苦耐劳。,北京市顺义区乾安路3号院12号楼11层1单元1104,11/6/2026,11/7/2026,王*理,1391032****,李桥镇
北京超弦存储器研究院,博士后,5,全职,月薪(元):5000-15000,微电子与固体电子学/集成电路/电子科学与技术/凝聚态物理/材料/自旋电子学材料物理等,北京经济技术开发区科创十街18号院11号楼四层401室,1/5/2026,11/7/2026,王*师,1660107****,经济技术开发区
北京佰瑞成企业管理咨询有限公司,保安,2,全职,月薪(元):3000-3500,负责区域巡逻、门卫值守、防火防盗及秩序维护，必须品行良好，?无犯罪记录?，未被收容教育或吊销过保安证 ，无纹身、无传染病、无色盲。,北京市大兴区礼贤镇元平北路1号自贸试验区大兴机场片区自贸创新服务中心W7幢1层0083号,8/6/2026,8/7/2026,孙*理,1571149****,双丰街道
北京荣熙世纪企业管理有限公司,装订工,5,全职,月薪(元):5000-6000,身体健康，能适应倒班,北京市经济技术开发区（通州）经海六路1号院1号楼9层903-905,2/6/2026,2/7/2026,鹏*师,1817355****,马驹桥镇
北京市金点点商贸有限责任公司,夜班分拣员,2,全职,月薪(元):4500-5500,"1.具备良好的沟通能力，能够与同事协作完成任务
2.能够适应夜班工作，保持工作效率
3.有责任心，能够按时完成上级交付的任务",北京市房山区青龙湖镇北刘庄村78号,9/6/2026,9/7/2026,齐*理,1569990****,西潞街道
北京必胜客比萨饼有限公司海户东路餐厅,餐厅服务员,10,兼职,月薪(元):3000-4000,"1. 有餐厅经验优先；
2. 吃苦耐劳，能接受餐厅强度比较大的节奏；
3. 有服务意识，情商高。
此岗位为兼职，无五险一金。
具体工作地点也可根据距离就近安排。",北京市丰台区果园7号楼1层101-17、19、2层201-20A,5/6/2026,5/7/2026,邓*师,1360136****,北下关街道
北京柏强人力资源有限公司,人力资源专员,1,全职,月薪(元):3000-8000,维护招聘渠道 ，协调处理简单员工投诉，统计月度考勤数据，协助核算工资,北京市朝阳区京顺路99号,19/5/2026,30/6/2026,李*师,1316163****,台湖镇
集美控股集团有限公司,区域经理/城市经理,2,全职,月薪(元):7000-14000,3年以上快消品销售经验，有指定省市经销商开发经验者优先。具备独立开发经销商、搭建代理商体系能力。,北京市丰台区永外大红门西马场甲14号,21/5/2026,21/6/2026,刘*师,010-8788****,大红门街道
北京静心缘科技有限公司,挖掘机司机,10,全职,月薪(元):8000-8000,挖掘机司机,北京市密云区东邵渠镇政府办公楼210室-2727（集群注册）,2/6/2026,2/7/2026,陈*芳,1511795****,鼓楼街道
北京老兵安卫保安服务有限公司,内勤人员,20,全职,月薪(元):3000-6000,出入管控与秩序维护：巡逻检查与隐患排查；应急处置与安全防范；记录存档于服务协作,北京市怀柔区杨宋镇凤翔东大街9号102室,29/5/2026,15/6/2026,孙*健,1562277****,东升地区
北京茶寿国际健康科技有限公司,前端研发工程师,3,全职,月薪(元):18000-28000,"1.计算机相关专业，本科及以上学历，了解前端开发技术，包括HTML、CSS、JavaScript、TypeScript；
2.了解Vue/React等主流前端框架，具有Vue或React实际实习项目经验优选；
3.了解前端工程化工具链（如Webpack、Vite）；
4.理解Web标准，对前端工程化、性能优化、浏览器渲染原理有深入研究；
5.对技术有强烈的热爱、好奇心和钻研精神，具备卓越的团队协作、沟通和问题解决能力，自驱、富有责任心和主人翁精神，极致追求代码质量和研发效率。",北京市丰台区南四环西路186号四区3号楼101内9层30室,9/6/2026,20/6/2026,黄*管,010-8394****,永定路街道
北京密农人家农业科技有限公司,车间人员,3,全职,月薪(元):3500-5000,农业产品包装岗有相关经验者优先。,北京市密云区河南寨镇套里东大街00482甲1号,18/5/2026,18/6/2026,潘*,1851181****,河南寨镇
北京市绿叶环保设备安装有限公司,普工/操作工,2,全职,月薪(元):4500-5000,身体建康,北京市密云区密云镇小唐庄村盛世路8条5号,5/6/2026,5/7/2026,马*师,1762237****,冯家峪镇
新领地（北京）人力资源服务有限公司,公关经理/主管,1,全职,月薪(元):12000-15000,做事勤快、态度端正，有无经验均可，带薪培训,北京市昌平区东小口镇天通中苑二区21号楼2层2617,21/5/2026,21/6/2026,徐*理,1380129****,昌平区
北京德众国良环保科技有限公司,环境/健康/安全工程师,10,全职,月薪(元):4500-6000,爱岗敬业，诚实守信，有责任心,北京市海淀区西三旗安宁北里8号泰山饭店17层,12/6/2026,12/7/2026,王*士,1391164****,回龙观街道
北京恒安卫士保安服务有限公司,辅警,7,全职,月薪(元):4200-5949,"1.具有大学专科及以上文化程度（获得毕业证书）
2.具备履行职责必须的工作能力，身体条件和心理素质
3.工作地点：顺义区",北京市丰台区小屯西路111号1号楼1层116,9/5/2026,30/6/2026,张*师,1851025****,阎村镇
北京昕坚宝贝家庭服务有限公司,护老员,20,全职,月薪(元):5000-7000,身体健康，服务周到，能适应环境。,北京市通州区新华西街60号院4号楼18层1818,2/6/2026,2/7/2026,焦*,1330109****,马驹桥镇
北京智企保洁服务有限公司,保洁,40,全职,月薪(元):2800-7000,踏实稳重，有相关工作经历优先,北京市通州区东果园18号楼12层1207,25/5/2026,25/6/2026,李*师,1551050****,临河里街道
分享收获（北京）农业发展有限公司,网络/在线客服,1,全职,月薪(元):4000-6000,语言表达顺畅，具备主动沟通意识，细心负责、有耐心，情绪管控佳，身体健康，4吃苦耐劳、服从管理。,北京市顺义区龙湾屯镇柳庄户村北大街39号,5/6/2026,17/6/2026,王*理,1381135****,龙湾屯镇
北京维美经典文化传媒有限公司,视频拍摄&剪辑,1,全职,月薪(元):4000-6000,1、熟悉各类摄影器材；2、了解各种视频格式；3、熟悉了解脚本撰写、拍摄到跟进后期制作全流程。,北京市平谷区平谷镇林荫南街9号楼1层9-43,26/12/2025,18/6/2026,史*生,1861166****,平谷区
北京大星发商贸有限公司,采购专员/助理,5,全职,月薪(元):5000-6400,"1、有一年以上超市相关经验，或应届毕业生可代培；
2、身体健康，吃苦耐劳，工作沉稳、细致、认真、负责，能够服从公司工作调动及领导其它临时性工作安排",北京市怀柔区下元综合贸易市场小泉河东侧88号,29/5/2026,29/6/2026,嵇*,1381032****,怀北镇
北京红黄蓝儿童教育科技发展有限公司,幼儿英文教师,5,全职,月薪(元):5000-6000,"1、本科及以上学历，专业不限，持有教师资格证； 
2、英语可作为工作语言，发音标准；
3、素质和态度要求：良好的亲和力，较强的沟通能力及服务意识。",北京市丰台区方庄芳古园一区28号楼3层,3/6/2026,3/7/2026,刘*师,1391017****,成寿寺街道
北京万寿宾馆,餐厅服务员,5,全职,月薪(元):4000-6000,踏实 稳重，吃苦耐劳，有较好的服务意识和服务技能。,北京市海淀区万寿路甲12号万寿宾馆,5/6/2026,5/7/2026,宋*理,68132266-****,海淀街道
北京青杨人力资源有限公司,销售,1,全职,月薪(元):3000-6000,有销售经验优先,北京市延庆区东顺城街14号2幢四层407,28/5/2026,28/6/2026,邓*轩,1326925****,旧县镇
北京德邦大为科技股份有限公司,市场专员,2,全职,月薪(元):7000-10000,新媒体、市场类专业毕业,北京市北京经济技术开发区荣华南路10号院3号楼1609,1/5/2026,1/7/2026,马*士,1381015****,经济技术开发区
北京寸草春晖妫川养老服务有限公司,养老护理员,5,全职,月薪(元):3500-5000,尊老敬老爱老，不欺老虐老。负责老人的生活照料、协助医疗护理服务、陪同就医、环境卫生服务。身体健康，有学习沟通能力。管吃管住，加班补助，年终奖、全勤奖、节日福利、团建活动、发放劳保。倒班，月休4天。,北京市延庆区妫水南街功德巷1号,4/6/2026,4/7/2026,许*琪,1371631****,永宁镇
北京四方鑫玉商业管理有限公司,招商经理/主管,2,全职,月薪(元):8000-10000,有相关工作经验优先。,北京市顺义区前进花园玉兰苑甲1号楼1层102,1/6/2026,1/7/2026,高*师,1841041****,西长安街街道
马捌家（北京）商务服务有限公司,托管老师,10,全职,月薪(元):2600-3000,有三年工作经验。,北京市通州区西集镇老庄户村173号,18/5/2026,18/6/2026,郭*师,1851519****,西集镇
北京长征天民高科技有限公司,机械设计师,2,全职,月薪(元):8000-13000,"本科及以上学历，化工机械、能源与动力工程、过程装备与控制工程、材料、机械工程、自动化等相关专业，研究生学历、化工机械、能源与动力工程，优先。
四、工作经验
熟练使用主流二维、三维设计软件，熟悉各种压力管道元器件的选型，有压力管道，压力容器设计经验者优先，有航天系统加注及供配气设计经验者优先
工作能力：
1.核心能力：系统总统设计能力，产品开发逻辑分析能力。
2.基本能力：学习能力，适应能力，抗压能力。
六、身体要求及综合素质
1.身体要求：身心健康。
2.综合素质：忠于职守、严格公正、诚实理智、责任心强，具有很强的团队合作精神。",北京市北京经济技术开发区永昌南路17号院,24/2/2026,31/12/2026,招*主管,1302008****,经济技术开发区
北京首发绿色物流有限公司,销售内勤,1,全职,月薪(元):6000-8000,"1. 本科以上学历，市场营销、财务管理、金融、供应链、物流等相关方面专业；
2. 善于沟通协调，工作态度积极主动，具备3年以上贸易单证岗位从业经验优先；
3. 具备专业领域一定的知识及行业实践，具备基本的信息收集和分析整理能力；
4. 具有良好的文字表达能力和解决问题的能力，熟悉常用办公软的使用方法。",北京市平谷区马坊镇陆港大街51号院1号楼2层-229,13/2/2026,26/6/2026,刘*士,1870163****,平谷区
北京为天成餐饮有限公司,中式面点师,5,全职,月薪(元):5000-6000,岗位职责：能够熟练制作餐厅各种主食，肉饼，家常饼，包子，水饺，面条，馒头，菜团子，莜面等主食，及领导交代的其他工作；（2）任职要求：有健康证，有酒店面点经验优先。,北京市怀柔区永泰南街13号院7号楼一层101,8/6/2026,8/7/2026,贾*,1800128****,杨宋镇
北京瑞鑫博雅医疗科技有限公司,行政助理,2,全职,月薪(元):5000-9000,"1.生物，医药，护理，检验，营销，财务等相关专业；
2.熟练掌握各类办公软件；
3.有责任心，能吃苦耐劳，沟通能力强。",北京市丰台区万柳桥甲1号宝隆大厦,5/1/2026,31/7/2026,李*生,1381149****,朝阳门街道
北京诺亚之光人力资源服务有限公司,机械装配,10,全职,月薪(元):8000-10000,大专及以上学历，装备制造大类、机械设计制造类、机械制造与自动化等相关专业，能接受临时性工作安排，能承受较大工作压力。,北京市延庆区风谷四路8号院27号楼-1至6层101号B座414室（中关村延庆园）,9/6/2026,9/7/2026,李*理,1563313****,庞各庄镇
中国特种设备检测研究院,专业技术岗,10,全职,月薪(元):8000-16000,具有仪器科学与技术、控制科学与工程、石油与天然气工程、机械工程、动力工程及工程热物理等相关专业博士学位，专业基础扎实，学习能力强，能够独立开展前沿技术的研究与开发，具有将理论转化为实际应用的能力。有良好的团队合作精神，能在多学科交叉背景下与团队成员有效沟通和协作。,北京市朝阳区和平街西苑2号楼 北京市顺义区顺兴路1号,3/11/2025,30/9/2026,陈*婷,1881312****,顺义区
北京双鹤制药装备有限责任公司,机械工程师,5,全职,月薪(元):4000-8000,"1、机械设计或自动化等相关专业，本科毕业；接收应届毕业生。
 
2、热爱机械设计工作，对工作认真负责，能够从基层做起；
 
3、踏实肯干，能够完成领导交给的各项工作；
 
4、认同本企业的企业文化，能够与其共同发展。",北京市大兴区工业开发区金苑路33号,8/6/2026,8/7/2026,铁*,1352099****,亦庄地区
北京神州光大科技有限公司,项目经理-智算,1,全职,月薪(元):15000-20000,"任职要求:
1、本科及以上学历，计算机、电子信息、电气工程、项目管理等相关专业，5年及以上智算数据中心/智算集群建设+运维相关项目管理经验，至少主导过1个基于英伟达生态或华为昇腾生态的完整智算集群项目（从建设到运维全流程）；
2、精通英伟达生态（DGX系列服务器、CUDA平台、算力调度等）或华为昇腾生态（Atlas系列服务器、MindSpore平台、昇腾AI算力等）其中一种，熟悉对应生态的技术架构、部署规范及运维要求；熟悉智算集群核心技术，了解服务器、存储、网络、制冷、供电、等系统的原理及部署运维规范；
3、具备PMP、信息系统项目管理师等相关项目管理证书，熟悉项目管理流程、工具及方法，具备较强的项目规划、组织、协调、控制能力，能独立主导智算集群项目落地；
4、具备良好的成本管控和风险防控能力，能独立处理智算集群项目实施及运维中的复杂技术问题和项目问题，有较强的抗压能力和应急处置能力；
5、具备优秀的沟通表达能力、谈判能力及团队管理能力，能高效对接内外部各方（含英伟达/华为昇腾生态供应商），推动项目落地；
6、能接受项目出差，具备良好的职业素养和责任心，做事严谨、执行力强，适配公司智算业务转型发展需求","	北京市北京经济技术开发区科谷一街8号院1号楼11层1102",24/2/2026,31/12/2026,魏*士,1362113****,经济技术开发区
北银英才科技（北京）有限责任公司,网络与信息安全管理员,50,兼职,日薪(元):200-220,"跟踪重点信息，及时更新进展，配合团队完成处置相关辅助工作，确保风险得到有效管控。
配合跨部门开展相关沟通对接工作，同步信息，协助完成相关材料的整理与报送，完成领导交办的其他工作。
有新闻传播、汉语言文学、公共管理、网络与新媒体等相关专业优先，有网络信息监测相关工作经验者可放宽学历及专业，具备一定的敏感度和信息甄别能力，能快速区分正负面情绪信息，准确捕捉关键点。
熟练使用办公软件，有信息监测工具操作经验者优先；具备基础的文字整理和总结能力，能清晰梳理重点信息并形成简报。",北京市海淀区上地六街1号国试大厦1层110室,12/6/2026,30/6/2026,刘*,1302102****,田村路街道
北京海王中新药业股份有限公司,QA,2,全职,月薪(元):4000-8000,药学、化学、生物制药等相关专业,北京市密云区经济开发区强云路1号,17/9/2025,29/6/2026,张*,1851915****,中关村科技园区密云园
北京职为家人力资源有限公司,会议服务,10,全职,月薪(元):4500-5000,"1.负责接待来访客人，提供优质的接待服务;
2.处理礼宾电话的接听与转接，确保通信畅通;
3.负责寄存个人物品，处理客户咨询;
4.监督和维护大堂区域的整洁与顺畅;
5.协助解决客人的投诉和问题，保证客人满意度",北京市朝阳区建国路93号院万达广场12号楼1006,5/6/2026,5/7/2026,杨*理,1830113****,展览路街道
北京小松工程机械有限公司,法语翻译,1,全职,月薪(元):15000-20000,法语,刚果金,1/5/2026,1/7/2026,冯*杰,1350115****,经济技术开发区
北京国信好望物业管理有限公司,保洁,1,全职,月薪(元):2540-2740,保洁,北京市门头沟区滨河路115号滨河大厦7层724室,25/5/2026,25/6/2026,许*士,1343637****,门头沟区
北京市安宜卫生用品有限公司,裁剪工,1,全职,月薪(元):4000-7000,听从领导安排，会核算原料，有3-5年裁剪工作经验,北京市顺义区高丽营镇二村新华大街9号,1/6/2026,1/7/2026,黎*士,1520135****,顺义区
北京顺丰速运有限公司,快递员,5,全职,月薪(元):7000-7000,顺丰快递招自带车快递员，公司给补油费，踏实肯干，吃苦耐劳，身强体壮,北京市密云区太师屯镇华图工业园3号,8/6/2026,18/6/2026,朱*群,1560063****,高岭镇
北京京才人才开发中心有限公司,财务岗,4,全职,月薪(元):6000-7000,财务类专业应届毕业生，本科生，研究生均可。,北京市朝阳区东土城路14号建达大厦11至12层,19/5/2026,30/6/2026,孙*师,1581126****,左家庄街道
北京烁科中科信电子装备有限公司,离子束工程师,10,全职,月薪(元):25000-30000,核科学与技术、物理学、电真空等专业，粒子加速器、质谱、电镜、射线管、低温等离子体设备相关方向或其他电磁设备相近方向,北京市通州区兴光二街6号1幢1层,1/5/2026,1/7/2026,李*跃,1326176****,经济技术开发区
曲美家居集团股份有限公司,视频主播,6,全职,月薪(元):10000-20000,大专及以上学历应届生，形象气质佳、镜头感强，普通话标准，口齿清晰，具备较强互动和控场能力。能策划直播内容，熟悉平台规则，具备数据分析基础，部分需掌握视频剪辑或设备操作。性格开朗抗压，能适应弹性工作制（通常每日直播3-6小时），具备团队合作精神。,北京市顺义区南彩镇彩祥东路11号,2/6/2026,2/7/2026,田*,1851189****,南彩镇
北京朝林科技发展集团有限公司,接待外宾,2,全职,月薪(元):6700-7500,不限专业，英语口语流利，可以用于日常交流,北京经济技术开发区荣华中路19号院朝林广场,1/5/2026,1/7/2026,石*荣,1352286****,经济技术开发区
北京四达人效人力资源服务有限公司,项目经理/主管,1,全职,月薪(元):9000-10000,教育部认可的国内统招本科以上学历，国际经济、国际贸易、国际营销、国际会展相关专业；有国际贸易、营销、会展相关行业经验；工作细致、个性开朗、认真负责、擅长沟通；熟悉MS Office 365办公软件。,北京市朝阳区东三环北路38号院3号楼12层1516,8/6/2026,8/7/2026,药*士,1581076****,呼家楼街道
北京沁科建筑科技有限公司,物业维修,3,全职,月薪(元):5000-5000,有工作经验有责任心耐心能够有良好的沟通和理解能力,北京市石景山区古城西路嘉安南街10号院,30/12/2025,26/6/2026,于*理,1731940****,石景山区
魔法阿姨家政（北京）有限公司,养老护理员,10,全职,月薪(元):5000-7000,"1、无犯罪纪录，无纹身，不是黑名单。
2、健康证，7项传染疾病的健康体检报告。
3、会说普通话，客户能听懂。
4、有爱心，有耐心，会做饭，勤快，有耐心，热爱家政服务行业",北京市昌平区东小口镇天通西苑三区2号楼-1至4层102四层404,20/5/2026,20/6/2026,孙*生,1521068****,昌平区
北京张一元四道口茶庄,商品营业员,20,全职,月薪(元):3500-4000,具备良好的沟通和协调能力，具有敬业精神，在前台销售、客户服务或相关领域有丰富的工作经验,北京市海淀区大柳树路2号院,11/5/2026,11/7/2026,李*理,1391133****,北下关街道
北京麦当劳食品有限公司新谊路餐厅,保洁员,20,全职,月薪(元):3500-4500,1.有志于餐饮服务业，具备良好的顾客服务意识； 2.能适应早晚轮班工作及快节奏的工作方式； 3.具备良好沟通技巧和不断学习的能力、团队合作精神及工作责任心。,北京市海淀区新谊路9号院1号楼1层103,3/6/2026,3/7/2026,刘*理,1861262****,海淀街道
北京洗脸熊美容中心,洁颜师,3,全职,月薪(元):4000-10000,有无经验均可，有责任心和亲和力，性格开朗，有一定的沟通能力,北京市大兴区采育镇采平街1号绿地缤纷荟二层,9/6/2026,9/7/2026,张*理,1860013****,采育镇
北京金城阜业房地产经纪有限公司,房产销售,10,全职,月薪(元):5000-10000,沟通能力强，普通话标准，工作积极主动，具有良好的学习能力。门头沟区区域内就近分配。,北京市门头沟区金沙西街17号院6号楼底商金城阜业,31/3/2026,12/11/2026,王*师,1326109****,王平地区
北京亲近山民宿客栈,客房服务员,2,兼职,月薪(元):3000-5000,认真仔细，勤劳肯干,北京市密云区北庄镇东庄村,3/6/2026,3/7/2026,朱*丽,8100****,北庄镇
北京建工物业服务有限公司,综合维修,10,全职,月薪(元):5000-6000,具有1年以上物业综合维修经验，懂基本水电，木工，泥瓦工常识，动手能力强，工作积极主动，服从安排，能快速响应报修。,北京市通州区新华东街48号二区（副中心政务大厅）,1/6/2026,1/7/2026,崔*师,010-6492****,梨园镇
北京恩皓餐饮有限公司,餐厅领班,1,全职,月薪(元):6500-7000,有责任心，吃苦耐劳。,北京市顺义区旺泉街道顺西路79号一层1-1层（京辣尚·麻辣香锅·烤鱼）,3/6/2026,3/7/2026,王*长,1371614****,旺泉街道
北京智选在线科技有限公司,保洁员,15,全职,月薪(元):4400-5200,"1、初中及以上学历，会骑电动三轮车，有摩托车D本；
2、无违法犯罪记录；

上六休一，工作地点北京市海淀区",北京市朝阳区阜通东大街1号院6号楼16层3单元231906,14/5/2026,14/6/2026,于*师,1581031****,潘家园街道
北京京城保安服务有限公司,停车管理员,5,全职,月薪(元):3000-4000,"1、身体健康，无犯罪记录；
2、能熟练操作智能手机及收费系统；
3、具备基本沟通能力、服务意识、责任心和应变能力，服从轮班（含夜班）；
4、如涉及收费则需严格遵守公司收费标准。",北京市顺义区竺园路12号院11、12号楼（天竺综合保税区）,26/5/2026,17/6/2026,崔*士,1352212****,万寿路街道
北京安行远科技有限公司,汽车业务拓展专员,5,全职,月薪(元):8000-20000,1、市场营销等相关专业；2、具有1-2年以上汽车租赁行业工作经验，业绩突出者优先；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧；4、具备一定的市场分析及判断能力，良好的客户服务意识；5、具有亲和力、责任心，能承受较大的工作压力；6、有团队协作精神，善于挑战。,北京市朝阳区化工路59号院4号楼1至14层101内05层380,11/5/2026,11/7/2026,王*,1367134****,永乐店镇
北京谆航科技有限公司,回收分拣员,40,全职,月薪(元):5000-7000,身体健康，有责任心，干活麻利细致。,北京市经济技术开发区（通州）兴光五街7号,29/5/2026,29/6/2026,尹*士,1381109****,新华街道
华顿国际投资有限公司,运营督导,1,全职,月薪(元):6000-9000,1. 男士身高 175cm 以上，女生身高 165cm 以上，具有良好的形象和服务意识；2. 严格要求自己，除本职工作之外，还需协助经理、保安、保洁和电工等做好相关工作；3. 善于捕捉商业信息，关注同行业市场动态；4. 踊跃为商场的发展献计献策，提出可行性建议；5. 空乘、空少专业者优先；工作时间：早九晚十  上一休一福利待遇：五险一金、法定节假日三倍工资、带薪年假、包吃、年终奖、全勤奖。晋升空间：定期安排培训，教授各项职业技能，培养优秀人才，有成熟晋升模式，任何年龄，学历均有机会发展，升职不是梦！传达给业户。,北京市朝阳区三里屯路33号,4/6/2026,4/7/2026,白*理,1304126****,朝阳区
北京爱目爱目医疗科技有限公司,销售经理,10,全职,月薪(元):4000-5000,"1. 学历不限，做过直销行业优先；   
2. 具备良好的沟通能力、谈判技巧及客户管理能力；  
3. 有团队协作精神；退休人员优先。",北京市朝阳区十里堡地铁站500米,1/6/2026,1/7/2026,谭*士,1821001****,朝阳区
北京多晟酒店有限公司福朋饭店,强电工,1,全职,月薪(元):5000-5500,有高低压电工证。能按工作规范和有关制度独立进行工作。熟悉电气设备安装、维修和排除故障的技术知识，懂得安全用电、节约用电的政策运行记录。,北京市海淀区远大路25号院1号楼及2号楼B座,9/6/2026,9/7/2026,宋*士,010-8889****,北太平庄街道
北京荣军保安服务有限公司,财务助理,1,全职,月薪(元):4500-5500,"1、本科及以上学历，财会类专业；
2、两年及以上劳务派遣公司会计经验优先；
3、有较强的责任心和吃苦耐劳精神。
4、计算机操作熟练。",北京市西城区新德街22号2幢1层,9/6/2026,9/7/2026,吴*师,1343955****,北太平庄街道
北京炎黄国芯科技有限公司,销售经理/主管,4,全职,月薪(元):10000-20000,功率器件销售经理/销售工程师（电源/电机/储能方向）,北京市海淀区中关村北大街127-1号1层1218室,21/5/2026,21/6/2026,康*理,1861098****,昌平区
北京炎黄国芯科技有限公司,销售经理/主管,1,全职,月薪(元):10000-20000,【任职要求】?    ?  本科及以上学历，电子相关专业优先；?    ?  熟悉功率器件产品知识，对产品数、应用领域有深入了解。?    - 3年以上功率半导体（MOSFET/SiC等）销售经验，具备华东/华北地区电源、电机、储能领域中细分市场成功销售案例经验者优先；?    ?  具备自驱力，有足够的动力去开拓市场，能适应出差；,北京市海淀区中关村北大街127-1号1层1218室,8/6/2026,8/7/2026,康*生,1861098****,昌平区
新华联合发行有限公司,物流电商项目2C客服,1,全职,月薪(元):4200-4200,"1.身体健康；
2.中专及以上学历，电子商务、市场营销、客服管理等相关专业；
3.1年以上电商客服或店铺运维经验，有图书/文创行业经验优先；
4.熟悉电商自营与分销链路，熟练使用旺店通、WMS及千牛、京麦等客服工具；
5.细心严谨，能独立处理订单、库存及异常问题，具备基础数据整理能力；
6.抗压能力强，适应轮班、晚班及大促加班。",北京市顺义区礼府街17号院6号楼,24/4/2026,16/6/2026,翟*娟,1381147****,光明街道
北京市金点点商贸有限责任公司,采购员,5,全职,月薪(元):7000-10000,"1、具备出色的沟通协调能力，有较强的团队合作意识，能够与团队成员共同推进项目，能够高效完成采购任务。
2、一年以上工作经验，精通采购流程，熟悉价格谈判策略，有产地直采经验半年以上,有产品质量风险管控能力。
3、熟悉新发地、高碑店等主流生鲜市场环境氛围。
4、拥有良好的商业敏感度，能够快速适应市场变化并作出反应。",北京市房山区青龙湖镇北刘庄村78号,22/5/2026,22/6/2026,齐*理,1569990****,拱辰街道
北京骐骥电子有限公司,电话销售,1,全职,月薪(元):4000-10000,有电销经验最好；抗压能力强，善于沟通，较强的学习能力；,北京市通州区经济开发区聚富苑产业园区聚和六街1号0480,25/5/2026,25/6/2026,邱*士,1861293****,潞源街道
北京中侨联物业管理有限公司,保洁,40,全职,月薪(元):3200-3600,吃苦耐劳，对工作认真负责，有一定的责任感，工作地点分别在石景山鲁谷街道长城大厦20人，8号线西小口地铁附近（世华龙樾小区）20人。,北京市房山区良乡长虹西路翠柳东街1号——1045,25/5/2026,25/6/2026,鹿*士,1980106****,青龙湖镇
中京博瑞（北京）科技有限公司,收发车检验,10,全职,月薪(元):7000-8000,1、有仓储运作方面理论和实践经验；                                                                              2、有汽车行业或物流行业相关专业知识,北京市大兴区普洛斯南区东北侧290米（中京科晟供应链中心）,12/12/2025,9/7/2026,孟*培,1364119****,榆垡镇
北京动力在线体育用品有限公司,抖音直播,1,全职,月薪(元):9000-12000," 不限工作经验，有直播相关工作经验者优先；
- 抖音直播经验者或对直播有深入了解的人员，优先考虑；
- 有良好的策划和执行能力，有一定的组织协调和抗压能力；
- 熟练掌握直播相关技能，如直播互动、礼物赠送、超时等；
- 具备较强的学习能力和适应能力，能够快速适应直播平台及直播工作流程。",北京市海淀区清河三街72号尤尼克斯专卖店,23/4/2026,30/6/2026, *育敖 ,1350110****,北京市
北京爱仕达投资顾问有限公司,呼叫中心客服,20,全职,月薪(元):4000-5000,"学历：中专、技校、高中或以上均可
接听电话（与保险基金无关）、调解
具有较强语言表达能力和沟通能力
工作中可以随机应变，灵活应对，妥善处理突发问题
责任心强、原则性强
熟练使用办公软件",北京市朝阳区建国路108号横琴人寿大厦602,1/4/2026,30/6/2026,陈,1851129****,东城区
海纳实业控股集团有限公司,联通智慧家庭工程师,3,全职,月薪(元):5000-10000,"大专及以上学历, 2、语言表达清晰,普通话标准； 3、身体健康、五官端正、无慢性疾病史、无残疾； 4、能熟练使用智能手机和电脑,爱岗敬业,不限户籍。 5、持有应急管理部门核发的登高证。",北京市顺义区石园街道石园南大街中国联通大楼,11/6/2026,11/7/2026,贾*生,1569984****,石园街道
北京市保安服务有限公司海淀分公司,保安员,50,全职,月薪(元):3000-4000,1.文明用语，善于沟通；2.责任心强，有应急处置能力；3.身体健康，退休军人优先。,北京市海淀区海淀南路15号,12/6/2026,12/7/2026,程*理,1360135****,青龙桥街道
